OBJECTID,STOPNAME,TRAPEZESTOPABBR,RUCUSSTOPABBR,STOPID,LATITUDE,LONGITUDE,ACCESSIBILITYMASK,ATSTREET,ONSTREET,POSITION,ORIENTATION,SERVICEPLANNINGSTOPTYPE,SHELTER,INSERT_TIMESTAMP,SDE_ID,SIGNUPID,SUPERVISOR_DISTRICT,point,SF_Find_Neighborhoods,Current_Police_Districts,Current_Supervisor_Districts,Analysis_Neighborhoods
30461,Bosworth St&Rotteck St NW-FS/PS,BOSWROT0,BOSWROTT,3704,37.733211,-122.431296,0,ROTTECK ST,BOSWORTH ST,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1633171,120,,"(37.73321100039472, -122.4312960000928)",93,9,5,28
31634,Fulton St&Stanyan St NW-FS/BZ,FULTSTA0,FULTSTAN,4236,37.774773,-122.454737,0,PARSONS ST,FULTON ST,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1636055,120,,"(37.77477299985393, -122.45473699992175)",12,7,4,18
30660,Brazil Ave&Athens St W-NS/PS,BRZLATH0,BRZLATHN,3759,37.72166,-122.42857,0,ATHENS ST,BRAZIL AVE,NS,W,FL,0,09/11/2019 06:58:28 PM +0000,1633493,120,,"(37.721660000301924, -122.42857000005804)",90,9,1,7
31814,Sunset Blvd&Lake Merced Blvd NE-FS,SUNSL M1,SUNSL M,6533,37.73034,-122.493518,0,LAKE MERCED BLVD,SUNSET BLVD,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1635994,120,,"(37.73033999967123, -122.49351799949473)",43,10,8,35
32589,Bacon St&San Bruno Ave E-FS/BZ,BACNSBR1,BACNSBRO,3019,37.727645,-122.403269,0,SAN BRUNO AVE,BACON ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1639422,120,,"(37.72764499978808, -122.40326900049077)",91,2,2,25
31657,The Embarcadero&Brannan St S-FS/SI,EMBRBRA1,EMBRBRAN,4506,37.784359,-122.388138,0,BRANNAN ST,THE EMBARCADERO,NS,S,SI,0,09/11/2019 06:58:28 PM +0000,1636103,120,,"(37.784358999821, -122.38813800004002)",31,1,10,8
30105,19th Ave&Santiago St NW-NS/BZ,19AVSNT2,19AVSNTG,3393,37.74507,-122.4759,0,SANTIAGO ST,19TH AVE,NS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1632443,120,,"(37.74507000040816, -122.47590000047849)",40,10,7,35
33604,Font Blvd&Serrano Dr,FONTSERR,,7789,37.719592,-122.479905,0,SERRANO DR,FONT BLVD,,,,0,09/11/2019 06:58:28 PM +0000,1639956,120,,"(37.719592000428946, -122.47990499956647)",42,10,8,16
30190,3rd St&Evans Ave S-NS/SB,3STEVA1.,3STEVAN,3122,37.742682,-122.387908,0,EVANS AVE,3RD ST,FS,E,BZ,0,09/11/2019 06:58:28 PM +0000,1632511,120,,"(37.74268199976338, -122.38790799946938)",86,2,9,1
30627,California St&Leavenworth St NE-NS,CALILEA0,CALILEAV,3877,37.791285,-122.415611,0,LEAVENWORTH ST,CALIFORNIA ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1633445,120,,"(37.79128499996723, -122.41561100015035)",16,6,3,21
33250,Geary St&Kearny St NW-FS/BB,GEARKRN0,GEARKRNY,4301,37.787997,-122.403656,0,KEARNY ST,GEARY ST,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1638970,120,,"(37.787997000064294, -122.40365599997924)",19,6,3,8
33526,Plymouth Ave&Montana St NW-NS,PLYMMON0,PLYMMONT,5972,37.71666,-122.456129,0,MONTANA ST,PLYMOUTH AVE,FS,SW,FL,0,09/11/2019 06:58:28 PM +0000,1638373,120,,"(37.716659999633436, -122.45612899994539)",81,10,1,24
33413,MARKET & CASTRO MB-S/SB,MRKTCTRO,,7253,37.762451,-122.435541,0,17TH ST,MUNI METRO TNL,,,,0,09/11/2019 06:58:28 PM +0000,1638261,120,,"(37.76245099969525, -122.43554100018535)",38,3,5,5
32712,Diamond St&27TH St SE-NS/PS,DIAM27SE,DIAM27ST,4376,37.746292,-122.435761,0,27TH ST,DIAMOND ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1639231,120,,"(37.746292000443034, -122.43576099978733)",84,9,5,22
30188,3rd St&Carroll Ave N-NS/BZ,.3STCAR0,3STCARR,3115,37.72567,-122.3943,0,CARROLL AVE,03RD ST,NS,N,BZ,0,09/11/2019 06:58:28 PM +0000,1632505,120,,"(37.72566999995978, -122.39430000011117)",86,2,9,1
33362,Plymouth Ave&Ocean Ave SE-NS/PS,PLYMOCE0,PLYMOCEN,5974,37.723772,-122.456049,0,OCEAN AVE,PLYMOUTH AVE,NS,SE,,1,09/11/2019 06:58:28 PM +0000,1639704,120,,"(37.72377199959774, -122.45604899973883)",64,10,8,24
30628,California St&Mason St NW-FS,CALIMAS0,CALIMASN,3880,37.791872,-122.41098,0,MASON ST,CALIFORNIA ST,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1633446,120,,"(37.79187199991334, -122.41098000027313)",16,6,3,21
31343,Judah St&12th Ave NE-NS/SI,JUDA12A0,JUDA12AV,5195,37.762069,-122.469324,0,12TH AVE,JUDAH ST,NS,NE,SI,0,09/11/2019 06:58:28 PM +0000,1634415,120,,"(37.76206900006011, -122.46932399996251)",109,10,11,14
33445,Crescent Ave & Anderson St NW-FS/SB,CRESASN0,,7689,37.734894,-122.415682,0,MOULTRIE ST,CRESCENT AVE,,,,,09/11/2019 06:58:28 PM +0000,1639805,120,,"(37.734893999731064, -122.41568199943849)",83,9,2,2
30434,Bryant St&25TH St NW-NS/BZ,BRYT25S0,BRYT25ST,3748,37.7513,-122.40907,0,25TH ST,BRYANT ST,NS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1633129,120,,"(37.751300000374194, -122.40907000046276)",53,3,2,20
32510,Mansell St&John F Shelley Dr NW-FS/SB,MANSJSHW,MANSJSHW,5347,37.718897,-122.418804,0,JOHN F SHELLEY DR,MANSELL ST,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1637521,120,,"(37.718897000210426, -122.41880400018027)",73,9,2,19
30142,23rd Ave&Lawton St NW-NS/PS,23AVLAW0,23AVLAWT,3444,37.75787,-122.481113,0,LAWTON ST,23RD AVE,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1632872,120,,"(37.757870000392735, -122.48111300049254)",39,10,7,35
31305,Laguna Honda Blvd&Portola Dr W-NS,LGHNPOR0,LGHNPORT,5254,37.74311,-122.45548,0,PORTOLA DR,LAGUNA HONDA BLVD,NS,W,BZ,0,09/11/2019 06:58:28 PM +0000,1635057,120,,"(37.74310999979225, -122.45548000009603)",49,7,8,41
32687,Sloat Blvd&36th Ave NW-FS/BZ,SLOA36A0,SLOA36AV,6442,37.734051,-122.493417,0,36TH AVE,SLOAT BLVD,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1637736,120,,"(37.734051000382195, -122.49341699988946)",40,10,7,35
30904,Fillmore St&Chestnut St NW-NS/BZ,FILLCHE0,FILLCHES,4609,37.800891,-122.436469,0,CHESTNUT ST,FILLMORE ST,NS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1634272,120,,"(37.800890999971614, -122.43646899989861)",17,4,6,13
31754,Market between 5th & 6th St SE-MB/BZ,MRKT 6/5,MRKT 6/5,5646,37.783395,-122.408657,0,5TH ST,MARKET ST,MB,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1635757,120,,"(37.783395000043726, -122.40865699962836)",32,5,10,34
33543,Persia Ave&Athens St E-NS,PERSATH0,PERSATHN,5906,37.720139,-122.429501,0,ATHENS ST,PERSIA AVE,NS,E,FL,0,09/11/2019 06:58:28 PM +0000,1638394,120,,"(37.72013900010038, -122.42950099957598)",90,9,1,7
32321,Turk St&Parker Ave NE-NS/BZ,TURKPRK0,TURKPRKR,6727,37.777905,-122.453281,0,PARKER AVE,TURK BLVD,NS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1637244,120,,"(37.77790500023254, -122.45328099973628)",12,7,4,18
32758,UCSF Medical Center (Mariposa) OB NE-FS/SI,3ST MRP0,3ST MRP0,7356,37.764391,-122.388853,0,MARIPOSA ST,3RD ST,FS,NE,SI,0,09/11/2019 06:58:28 PM +0000,1639337,120,,"(37.76439100013721, -122.38885299953532)",34,2,10,26
30581,26th St&Noe St NW-FS/SB,26STNOE1,26STNOE,3520,37.74827,-122.43177,0,NOE ST,26TH ST,FS,NW,,1,09/11/2019 06:58:28 PM +0000,1633283,120,,"(37.74827000013802, -122.43177000049525)",84,3,5,22
31247,Hyde St&Filbert St E-MI,HYDEFIL0,HYDEFILB,5069,37.800173,-122.419162,0,FILBERT ST,HYDE ST,MI,E,,0,09/11/2019 06:58:28 PM +0000,1634504,120,,"(37.80017299994291, -122.41916199954194)",107,6,6,32
31664,Post St&Laguna St SE-FS/BZ,POSTLGN1,POSTLGNA,6018,37.785774,-122.427675,0,LAGUNA ST,POST ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1636119,120,,"(37.78577400011222, -122.42767500010362)",101,4,11,15
30207,Beach St&Polk St N-MB/BZ,BECHPOL0,BECHPOLK,3093,37.806375,-122.423195,0,POLK ST,BEACH ST,MB,N,BZ,1,09/11/2019 06:58:28 PM +0000,1632563,120,,"(37.80637499986344, -122.42319500017733)",98,6,6,32
31234,Fillmore St&Sutter St SE-NS/BZ,FILLSUT1,FILLSUTT,4640,37.786051,-122.433244,0,SUTTER ST,FILLMORE ST,NS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1634388,120,,"(37.78605100002781, -122.43324400006465)",101,4,11,15
32665,Stockton St&Lombard St SE-NS/PS,STOKLOM0,STOKLOMB,6519,37.80313,-122.40969,0,LOMBARD ST,STOCKTON ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1637967,120,,"(37.80313000026565, -122.4096899997858)",106,6,3,23
33643,Turk St&Parker Ave SW-NS/BZ,TURKPRK1,TURKPRKR,6728,37.777754,-122.453476,0,PARKER AVE,TURK BLVD,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1638464,120,,"(37.777753999606865, -122.45347599976392)",12,7,4,18
32639,Quintara St&48th Ave NE-NS,QUIN48A0,QUIN48AV,6167,37.74734,-122.507,0,48TH AVE,QUINTARA ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1637917,120,,"(37.74733999965317, -122.5069999997305)",39,10,7,35
32152,Folsom St&24TH St SW-FS/BB,FOLS24ST,,7312,37.752444,-122.414128,0,24TH ST,FOLSOM ST,,,,0,09/11/2019 06:58:28 PM +0000,1636751,120,,"(37.75244399956491, -122.41412800025181)",53,3,2,20
30779,Fulton St&Arguello Blvd NW-FS/BZ,FULTARG0,FULTARGL,4223,37.774354,-122.458416,0,MCALLISTER ST,ARGUELLO BLVD,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1633865,120,,"(37.77435399962376, -122.45841600051686)",5,8,4,11
32895,Frederick St&Ashbury St SW-NS/PS,FREDASH1,FREDASHB,4716,37.767145,-122.446462,0,ASHBURY ST,FREDERICK ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1639535,120,,"(37.76714499982217, -122.44646199975575)",114,7,11,3
31232,Hayes St&Baker St NW-FS/BZ,HAYSBAK0,HAYSBAKR,4979,37.774573,-122.441501,0,BAKER ST,HAYES ST,FS,NW,BZ,1,09/11/2019 06:58:28 PM +0000,1634386,120,,"(37.774573000289834, -122.44150100054034)",24,7,11,18
31222,Fillmore St&Jackson St SW-FS/BZ,FILLJAC0,FILLJACK,4624,37.792386,-122.434607,0,JACKSON ST,FILLMORE ST,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1634370,120,,"(37.79238599980265, -122.43460700000742)",102,4,6,30
32540,Mission St&Richland Ave SE-NS/BZ,MISSRIC1,MISSRICH,5613,37.73591,-122.42442,0,RICHARDSON AVE,MISSION ST,NS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1637323,120,,"(37.73591000036321, -122.4244199995477)",61,9,2,2
33634,Potrero Ave & Mariposa St,POTRMAR0,,7911,37.763132,-122.407407,,MARIPOSA ST,POTRERO AVE,,,BZ,,09/11/2019 06:58:28 PM +0000,1640005,120,,"(37.763132000397256, -122.40740699973186)",53,3,9,20
32538,US101 Offramp Alexander Drive W-MI,OFRMALE0,OFRMALEX,5819,37.83592,-122.48383,0,REFERENCE,REFERENCE,MI,W,,0,09/11/2019 06:58:28 PM +0000,1637308,120,,"(37.83592000029796, -122.48382999996315)",,,,
31790,Washington St&Polk St SW-NS/PS,WASHPOL0,WASHPOLK,6926,37.793187,-122.421274,0,POLK ST,WASHINGTON ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1635959,120,,"(37.79318700033316, -122.42127400026372)",105,4,3,32
32101,Cabrillo St&La Playa SE-FS/BZ,CBROLAP1,,7204,37.773206,-122.509876,0,LA PLAYA ST,CABRILLO ST,,SE,,0,09/11/2019 06:58:28 PM +0000,1636644,120,,"(37.773205999559295, -122.50987600026997)",8,8,4,29
32910,Market St&Larkin St N-NS,MKTLAR0B,MRKTLARK,5679,37.777589,-122.416213,0,LARKIN ST,MARKET ST,NS,N,SI,0,09/11/2019 06:58:28 PM +0000,1639561,120,,"(37.77758899969596, -122.41621300033727)",21,5,10,34
31447,Mission St&3rd St E-FS/BZ,MISS 3S1,MISS 3ST,5531,37.78651,-122.40157,0,3RD ST,MISSION ST,FS,E,BZ,0,09/11/2019 06:58:28 PM +0000,1634934,120,,"(37.78651000035819, -122.40156999988076)",32,1,10,8
30175,10th Ave&Quintara St NW-NS/PS,10AVQUI0,10AVQUIN,3234,37.749164,-122.466432,0,QUINTARA ST,10TH AVE,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1632470,120,,"(37.74916399963508, -122.4664320002712)",44,10,8,14
30895,Geary Blvd&Park Presidio Blvd SW-NS,GEARPKP1,GEARPKPR,4756,37.780526,-122.472676,0,PARK PRESIDIO BLVD,GEARY BLVD,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1634261,120,,"(37.780525999613786, -122.47267600054005)",5,8,4,29
30102,24th St&Sanchez St NE-NS,24STSNC0,24STSNCZ,3481,37.751645,-122.42955,0,SANCHEZ ST,24TH ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1632440,120,,"(37.75164499998906, -122.42954999954034)",84,3,5,22
32114,Taraval St&24th Ave SW-NS/PS,TARA24A1,TARA24AV,6621,37.742735,-122.481199,0,24TH AVE,TARAVAL ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1636673,120,,"(37.742734999847826, -122.48119900012941)",40,10,7,35
32187,Oakdale Ave&Barneveld Ave SW-NS/BZ,OAKDBAR1,OAKDBARN,5774,37.741885,-122.403341,0,BARNEVELD AVE,OAKDALE AVE,NS,W,,0,09/11/2019 06:58:28 PM +0000,1636546,120,,"(37.74188500003528, -122.40334100027887)",82,2,9,1
31520,Ocean Ave&San Leandro Way W-NS/SI,OCENSNL0,OCENSNLE,5807,37.729945,-122.469475,0,SAN FERNANDO WAY,OCEAN AVE,NS,W,SI,0,09/11/2019 06:58:28 PM +0000,1635256,120,,"(37.72994499957181, -122.46947499963348)",67,10,8,41
30976,Eddy St&Laguna St NE-NS/BZ,EDDYLGN0,EDDYLGNA,4484,37.782133,-122.427296,0,LAGUNA ST,EDDY ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1633954,120,,"(37.782133000105944, -122.42729599959117)",100,4,11,39
32710,Diamond Heights Blvd&Berkeley Way SW-FS,DHTSBKL0,DHTSBKLY,4362,37.7386,-122.4369,0,BERKELEY WAY,DIAMOND HEIGHTS BLVD,FS,SW,FL,0,09/11/2019 06:58:28 PM +0000,1639229,120,,"(37.7386000004101, -122.4369000002079)",57,9,5,10
30348,20th St&Collingwood St NW-FS/SB,20STCLW0,20STCLWD,3414,37.757677,-122.435966,0,COLLINGWOOD ST,20TH ST,FS,NW,,0,09/11/2019 06:58:28 PM +0000,1633044,120,,"(37.75767700008156, -122.4359660005069)",115,3,5,5
31051,Tunnel Entry Point Near Church,D.4.LVG1,D.4.LVG.,4340,37.769427,-122.427254,0,,DUBOCE AVE,,,,0,09/11/2019 06:58:28 PM +0000,1634169,120,,"(37.76942699989573, -122.42725400001362)",28,7,5,5
31034,Division St&Bryant St SE-FS/BZ,DIVNBRY0,DIVNBRYT,4436,37.76934,-122.41074,0,BRYANT ST,DIVISION ST,FS,SE,,0,09/11/2019 06:58:28 PM +0000,1634150,120,,"(37.76933999959516, -122.41073999946904)",32,3,9,20
30218,6th Ave&Geary Blvd SW-FS/BZ,.6AVGEA0,.6AVGEAR,3185,37.780768,-122.464354,0,GEARY BLVD,6TH AVE,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1632677,120,,"(37.78076799966505, -122.4643539997148)",5,8,4,11
30383,24th St&Mission St NE-NS/BZ,24STMIS0,24STMISS,3476,37.752321,-122.418333,0,MISSION ST,24TH ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1632929,120,,"(37.75232099966349, -122.41833300039794)",53,3,2,20
32800,Rhode Island St&24th St NW-NS/PS,R IS24S0,R IS24ST,6198,37.753386,-122.401569,0,24TH ST,RHODE ISLAND ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1639683,120,,"(37.753386000038844, -122.40156900021533)",54,2,9,26
31542,Monterey Blvd&Northgate Dr SW-NS/SB,MTRYNGA1,MTRYNGAT,5436,37.729972,-122.461857,0,NORTHGATE DR,MONTEREY BLVD,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1635147,120,,"(37.72997200025929, -122.46185699974605)",68,10,8,41
32041,Castro St&22ND St NW-NS/PS,CTRO22S0,CTRO22ST,4322,37.75464,-122.43448,0,22ND ST,CASTRO ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1636862,120,,"(37.754639999942086, -122.43448000015877)",115,3,5,22
31251,Kearny St&California St NE-FS/BZ,KRNYCAL1,KRNYCALI,4819,37.792878,-122.404364,0,CALIFORNIA ST,KEARNY ST,FS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1634516,120,,"(37.79287799981764, -122.40436399957235)",108,6,3,8
31759,Mission St&Mt Vernon Ave N-NS/BZ,MISSMTV0,MISSMTVN,5604,37.7147,-122.44265,0,MOUNT VERNON AVE,MISSION ST,NS,N,BZ,0,09/11/2019 06:58:28 PM +0000,1635782,120,,"(37.714699999985164, -122.44265000051377)",80,9,1,28
30869,Divisadero St&Hayes St SW-FS/BZ,DIVIHAY0,DIVIHAYS,4426,37.774889,-122.437865,0,HAYES ST,DIVISADERO ST,FS,SW,BZ,0,09/11/2019 06:58:28 PM +0000,1633850,120,,"(37.77488900011098, -122.43786499977372)",24,4,11,9
32241,Sacramento St&Cherry St SE-FS/BZ,SACOCHR0,SACOCHRY,6293,37.786908,-122.45656,0,CHERRY ST,SACRAMENTO ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1637065,120,,"(37.78690799988009, -122.45656000005812)",10,8,6,31
31951,Steiner St&Washington St NW-NS/PS,STEIWAS0,STEIWASH,6494,37.791449,-122.436132,0,WASHINGTON ST,STEINER ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1636210,120,,"(37.79144900034292, -122.43613200051091)",102,4,6,30
30809,California St&Spruce St NE-NS/BZ,CALISPR0,CALISPRC,3896,37.786462,-122.453522,0,PARKER AVE,CALIFORNIA ST,NS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1633913,120,,"(37.786461999906656, -122.4535219999415)",10,8,6,31
31737,Ocean Ave&Balboa Park BART S-MB/BZ,OCENBAR1,OCENBART,5781,37.722951,-122.446749,0,SAN JOSE AVE,OCEAN AVE,MB,S,BZ,0,09/11/2019 06:58:28 PM +0000,1635520,120,,"(37.72295099961502, -122.44674899958272)",94,9,1,28
32885,16th St&Folsom St NW-FS/BZ,16STFOL1,,7289,37.7654,-122.415428,0,FOLSOM ST,16TH ST,,,,0,09/11/2019 06:58:28 PM +0000,1639518,120,,"(37.76540000025366, -122.41542800028789)",53,3,2,20
30196,4th St&Townsend St W-NS/BZ,.4STTOW0,.4STTOWN,3163,37.777109,-122.395135,0,TOWNSEND ST,4TH ST,NS,E,,0,09/11/2019 06:58:28 PM +0000,1632539,120,,"(37.77710899988888, -122.39513500051314)",32,1,10,34
31059,Geary Blvd&Masonic Ave N-MB/BZ,GEARMAS2,GEARPRES,4758,37.782536,-122.44669,0,MASONIC AVE,GEARY BLVD,MB,N,BZ,1,09/11/2019 06:58:28 PM +0000,1634189,120,,"(37.78253599995575, -122.44669000032778)",11,8,6,31
30629,California St&Mason St SW-NS,CALIMAS1,CALIMASN,3881,37.791747,-122.410957,0,MASON ST,CALIFORNIA ST,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1633447,120,,"(37.79174700009171, -122.41095699970971)",16,6,3,21
30422,46th Ave&Quintara St SE-NS/PS,46AVQUI1,46AVQUIN,3593,37.747288,-122.504928,0,QUINTARA ST,46TH AVE,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1633096,120,,"(37.747287999680616, -122.50492799953969)",39,10,7,35
32081,Sloat Blvd&Constanso Way NW-FS/BZ,SLOACON0,SLOACONS,6455,37.73424,-122.489259,0,CONSTANSO WAY,SLOAT BLVD,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1637043,120,,"(37.7342400004294, -122.4892589999551)",40,10,7,35
32848,Fulton St&Clayton St NW-FS/BZ,FULTCLT0,FULTCLTN,4225,37.775407,-122.449774,0,CLAYTON ST,FULTON ST,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1638003,120,,"(37.77540699967829, -122.4497739999878)",12,7,4,18
33547,Sacramento St&Sproule Ln NE-NS/PS,SACOSPR0,SACOSPRL,6315,37.792673,-122.411864,0,SPROULE LN,SACRAMENTO ST,NS,NE,,0,09/11/2019 06:58:28 PM +0000,1638398,120,,"(37.79267299961814, -122.4118639999206)",16,6,3,21
31022,The Embarcadero&Greenwich St SW,EMBRGNW0,EMBRGNWH,4516,37.80296,-122.401029,0,GREENWICH ST,THE EMBARCADERO,FS,SW,SI,0,09/11/2019 06:58:28 PM +0000,1634129,120,,"(37.802959999716855, -122.40102900055244)",77,6,3,8
33456,Cabrillo&7TH AVE. NS-NE,CBRO7AV0,,7538,37.775379,-122.464834,0,7TH AVE,CABRILLO ST,,,,0,09/11/2019 06:58:28 PM +0000,1639818,120,,"(37.775378999641646, -122.46483400034631)",5,8,4,11
29820,Broadway&Columbus Ave SE-FS/BZ,BDWYCOL0,BDWYGRNT,3082,37.797831,-122.406345,0,COLUMBUS AVE,BROADWAY,NS,SW,,0,09/11/2019 06:58:28 PM +0000,1632378,120,,"(37.79783100021428, -122.40634499990702)",106,6,3,23
32722,McLaren School NE-FS/SB,SUNYMCS0,SUNYMCSC,6574,37.714133,-122.423673,0,,SUNNYDALE AVE,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1639248,120,,"(37.714132999704546, -122.423673000257)",74,9,9,19
31472,Hyde St&Pacific Ave SE-NS,HYDEPAC0,HYDEPACF,5082,37.7954,-122.4182,0,PACIFIC AVE,HYDE ST,NS,SE,,0,09/11/2019 06:58:28 PM +0000,1634983,120,,"(37.795399999758956, -122.41820000054108)",16,6,3,32
30453,Bryant St&24TH St NE-FS/BZ,BRYT24S1,BRYT24ST,3746,37.752907,-122.409086,0,24TH ST,BRYANT ST,FS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1633160,120,,"(37.75290699991038, -122.40908599998208)",53,3,2,20
31496,US Post Office E-FS/SB,MENDUSP1,MENDUSPO,5509,37.74106,-122.38444,0,US POST OFFICE,MENDELL ST,FS,E,,0,09/11/2019 06:58:28 PM +0000,1635179,120,,"(37.74106000006247, -122.38443999949278)",76,2,9,1
30291,14th Ave&Ulloa St NE-FS,14AVULO0,14AVULOA,3251,37.7416,-122.47004,0,ULLOA ST,14TH AVE,FS,NE,,0,09/11/2019 06:58:28 PM +0000,1632845,120,,"(37.74160000033594, -122.47003999959367)",46,10,8,41
31189,Hudson Ave&Keith St W-NS,HUDSKETW,HUDSKETH,5047,37.73759,-122.38416,0,KEITH ST,HUDSON AVE,NS,W,FL,0,09/11/2019 06:58:28 PM +0000,1634329,120,,"(37.737590000205174, -122.38416000035971)",86,2,9,1
31853,Fulton St&4TH Ave SE-FS/BZ,FULT 4A1,FULT 4AV,4731,37.77384,-122.46125,0,04TH AVE,FULTON ST,FS,SE,BZ,1,09/11/2019 06:58:28 PM +0000,1636252,120,,"(37.773840000037886, -122.46124999972186)",9,8,4,12
30622,California St&4TH Ave NE-NS/BZ,CALI 4A0,CALI 4AV,3822,37.785353,-122.462292,0,04TH AVE,CALIFORNIA ST,NS,NE,BZ,0,09/11/2019 06:58:28 PM +0000,1633341,120,,"(37.785353000300965, -122.46229200006276)",4,8,6,11
33282,Mission St&24th St NE-FS/BB,MISS24S1,MISS24ST,5565,37.752356,-122.418401,0,24TH ST,MISSION ST,FS,NE,BZ,1,09/11/2019 06:58:28 PM +0000,1639047,120,,"(37.75235600043369, -122.41840100048015)",53,3,2,20
30733,De Haro St&Southern Heights Ave SE,DHROSHG1,DHROSHGT,4358,37.758017,-122.400867,0,SOUTHERN HEIGHTS AVE,DE HARO ST,NS,SE,,1,09/11/2019 06:58:28 PM +0000,1633428,120,,"(37.75801700009882, -122.40086699963331)",54,2,9,26
32547,Sacramento St&Buchanan St SW-NS/BZ,SACOBUC1,SACOBUCH,6292,37.790194,-122.430855,0,BUCHANAN ST,SACRAMENTO ST,NS,SW,BZ,1,09/11/2019 06:58:28 PM +0000,1637337,120,,"(37.790193999762096, -122.4308550002837)",102,4,6,30
32847,Bacon St&Girard St NE-NS,BACNGIR0,BACNGIRD,3685,37.72744,-122.40451,0,GIRARD ST,BACON ST,NS,NE,FS,0,09/11/2019 06:58:28 PM +0000,1638002,120,,"(37.72744000031728, -122.40450999948224)",91,2,2,25
31990,Vicente St&West Portal Dr E-NS,VCTEW P0,VCTEW P,6837,37.73968,-122.46677,0,WEST PORTAL DR,VICENTE ST,NS,E,,0,09/11/2019 06:58:28 PM +0000,1636420,120,,"(37.739680000226265, -122.46677000008495)",46,10,8,41
32428,Market St&Buchanan St N-NS/SI,MRKTBUC0,MRKTBUCH,5659,37.769786,-122.426149,0,BUCHANAN ST,MARKET ST,NS,N,SI,0,09/11/2019 06:58:28 PM +0000,1637862,120,,"(37.76978599990147, -122.4261489998109)",27,1,5,20
32171,Rivera St&46th Ave SW-NS,RVRA46A1,RVRA46AV,6246,37.74543,-122.50504,0,46TH AVE,RIVERA ST,NS,SW,,1,09/11/2019 06:58:28 PM +0000,1636797,120,,"(37.74542999981234, -122.50504000021259)",39,10,7,35
32391,Sloat Blvd&El Mirasol Pl NW-FS/BZ,SLOAELM0,SLOAELMS,6457,37.734375,-122.486235,0,ELMIRASOL PL,SLOAT BLVD,FS,NW,BZ,0,09/11/2019 06:58:28 PM +0000,1637644,120,,"(37.73437499974262, -122.48623499983127)",40,10,7,35
33366,San Bruno Ave&Somerset St  E-MB/BZ,SBROSOMI,,7191,37.713395,-122.401995,0,SOMERSET ST,SAN BRUNO AVE,,E,,,09/11/2019 06:58:28 PM +0000,1639708,120,,"(37.71339499996983, -122.40199500017948)",75,9,9,40
30634,Clayton St&Carl St NW-NS/PS,CLTNCAR0,CLTNCARL,4074,37.766154,-122.44794,0,CARL ST,CLAYTON ST,NS,NW,,0,09/11/2019 06:58:28 PM +0000,1633453,120,,"(37.76615399985151, -122.4479400001318)",29,7,11,3
